,CoC Name,CoC Number,Year,Overall Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Male,Overall Homeless - Female,Overall Homeless - Transgender,Overall Homeless - Nonbinary Gender,Overall Homeless - White,Overall Homeless - Black or African American,Overall Homeless - Asian or Asian American,Overall Homeless - American Indian or Alaska Native,Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Hispanic/Latino,Overall Homeless - Non-Hispanic/Non-Latino,Label
354,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",VA-501,2022,738.0,0.1368563685636856,0.0392953929539295,0.8238482384823849,0.6598915989159891,0.3373983739837398,0.0,0.002710027100271,0.2262872628726287,0.7168021680216802,0.0040650406504065,0.0094850948509485,0.0,0.043360433604336,0.040650406504065,0.959349593495935,1
355,"Roanoke City & County, Salem CoC",VA-502,2022,216.0,0.0925925925925925,0.0462962962962962,0.8611111111111112,0.5879629629629629,0.4027777777777778,0.0092592592592592,0.0,0.5879629629629629,0.3611111111111111,0.0277777777777777,0.0,0.0,0.0231481481481481,0.0324074074074074,0.9675925925925926,4
356,Virginia Beach CoC,VA-503,2022,352.0,0.2613636363636363,0.0625,0.6761363636363636,0.5056818181818182,0.4659090909090909,0.0113636363636363,0.0142045454545454,0.4034090909090909,0.4829545454545454,0.0085227272727272,0.0085227272727272,0.0056818181818181,0.0909090909090909,0.0795454545454545,0.9204545454545454,1
357,Charlottesville CoC,VA-504,2022,266.0,0.075187969924812,0.0263157894736842,0.8984962406015038,0.6127819548872181,0.3496240601503759,0.0075187969924812,0.0263157894736842,0.5150375939849624,0.4398496240601504,0.0037593984962406,0.0075187969924812,0.0,0.0338345864661654,0.0601503759398496,0.9398496240601504,4
358,"Newport News, Hampton/Virginia Peninsula CoC",VA-505,2022,419.0,0.2076372315035799,0.0620525059665871,0.7303102625298329,0.5823389021479713,0.4176610978520286,0.0,0.0,0.3031026252983294,0.6133651551312649,0.0023866348448687,0.0095465393794749,0.0,0.071599045346062,0.0381861575178997,0.9618138424821002,1
359,Portsmouth CoC,VA-507,2022,120.0,0.35,0.0333333333333333,0.6166666666666667,0.525,0.475,0.0,0.0,0.1666666666666666,0.7083333333333334,0.0583333333333333,0.025,0.0,0.0416666666666666,0.0333333333333333,0.9666666666666668,1
360,Lynchburg CoC,VA-508,2022,84.0,0.119047619047619,0.1071428571428571,0.7738095238095238,0.6071428571428571,0.3928571428571428,0.0,0.0,0.5357142857142857,0.4166666666666667,0.0119047619047619,0.0,0.0,0.0357142857142857,0.0357142857142857,0.9642857142857144,4
361,"Harrisburg, Winchester/Western Virginia CoC",VA-513,2022,426.0,0.1807511737089202,0.0539906103286385,0.7652582159624414,0.6408450704225352,0.3591549295774648,0.0,0.0,0.7488262910798122,0.1690140845070422,0.0023474178403755,0.0117370892018779,0.0046948356807511,0.0633802816901408,0.0938967136150234,0.9061032863849764,3
362,"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,2022,253.0,0.2569169960474308,0.0830039525691699,0.6600790513833992,0.5652173913043478,0.4308300395256917,0.0039525691699604,0.0,0.5691699604743083,0.3557312252964427,0.0,0.0,0.0,0.075098814229249,0.075098814229249,0.924901185770751,4
363,Virginia Balance of State CoC,VA-521,2022,1125.0,0.2515555555555555,0.064,0.6844444444444444,0.5902222222222222,0.4017777777777778,0.0053333333333333,0.0017777777777777,0.5848888888888889,0.3706666666666666,0.0,0.0008888888888888,0.0,0.0435555555555555,0.0257777777777777,0.9742222222222222,4
364,Arlington County CoC,VA-600,2022,182.0,0.1593406593406593,0.0604395604395604,0.7802197802197802,0.6758241758241759,0.3186813186813186,0.0054945054945054,0.0,0.445054945054945,0.5054945054945055,0.0219780219780219,0.0054945054945054,0.0,0.0219780219780219,0.1813186813186813,0.8186813186813187,4
365,Fairfax County CoC,VA-601,2022,1191.0,0.2795969773299748,0.0764063811922754,0.6439966414777498,0.5356842989084802,0.4567590260285474,0.0041981528127623,0.0016792611251049,0.3761544920235096,0.5046179680940386,0.0562552476910159,0.0100755667506297,0.0016792611251049,0.051217464315701,0.2250209907640638,0.7749790092359362,1
366,Loudoun County CoC,VA-602,2022,99.0,0.2222222222222222,0.0606060606060606,0.7171717171717171,0.5151515151515151,0.4747474747474747,0.0,0.0101010101010101,0.5454545454545454,0.4141414141414141,0.0404040404040404,0.0,0.0,0.0,0.101010101010101,0.898989898989899,4
367,Alexandria CoC,VA-603,2022,120.0,0.225,0.025,0.75,0.6416666666666667,0.3583333333333333,0.0,0.0,0.1916666666666666,0.7583333333333333,0.0083333333333333,0.0,0.0083333333333333,0.0333333333333333,0.0916666666666666,0.9083333333333332,1
368,Prince William County CoC,VA-604,2022,241.0,0.2738589211618257,0.0497925311203319,0.6763485477178424,0.5601659751037344,0.4273858921161825,0.0082987551867219,0.0041493775933609,0.3734439834024896,0.5311203319502075,0.0207468879668049,0.0082987551867219,0.0082987551867219,0.0580912863070539,0.1037344398340249,0.8962655601659751,1
369,Virgin Islands CoC,VI-500,2022,175.0,0.0057142857142857,0.0057142857142857,0.9885714285714284,0.7885714285714286,0.2114285714285714,0.0,0.0,0.0571428571428571,0.9085714285714286,0.0114285714285714,0.0114285714285714,0.0,0.0114285714285714,0.1371428571428571,0.8628571428571429,1
370,Vermont Balance of State CoC,VT-500,2022,2112.0,0.1898674242424242,0.0890151515151515,0.7211174242424242,0.5482954545454546,0.4469696969696969,0.0023674242424242,0.0018939393939393,0.9081439393939394,0.0449810606060606,0.002840909090909,0.006155303030303,0.0018939393939393,0.0359848484848484,0.0416666666666666,0.9583333333333334,3
371,Burlington/Chittenden County CoC,VT-501,2022,668.0,0.1197604790419161,0.0494011976047904,0.8308383233532934,0.5763473053892215,0.4116766467065868,0.0059880239520958,0.0059880239520958,0.7934131736526946,0.122754491017964,0.0119760479041916,0.0179640718562874,0.0029940119760479,0.0508982035928143,0.0763473053892215,0.9236526946107784,3
372,Seattle/King County CoC,WA-500,2022,13368.0,0.1692848593656493,0.0635846798324356,0.767130460801915,0.6505086774386595,0.3165020945541592,0.0213943746259724,0.0115200478755236,0.4770347097546379,0.2491023339317774,0.0158587672052663,0.085278276481149,0.039048473967684,0.1336774386594853,0.166442250149611,0.833557749850389,4
373,Washington Balance of State CoC,WA-501,2022,5854.0,0.1686026648445507,0.0746498120942945,0.7567475230611548,0.5816535702084045,0.409805261359754,0.0046122309531943,0.0037581141100102,0.7953536043730782,0.0444140758455756,0.0087119918004783,0.0724291083020157,0.0179364537068671,0.0611547659719849,0.1819268875982234,0.8180731124017766,3
374,Spokane City & County CoC,WA-502,2022,1757.0,0.1035856573705179,0.0739897552646556,0.8224245873648264,0.632896983494593,0.3534433693796243,0.0051223676721684,0.0079681274900398,0.7723392145702903,0.0665907797381901,0.0056915196357427,0.0608992601024473,0.0221969265793967,0.0722822993739328,0.0978941377347751,0.9021058622652248,3
375,"Tacoma, Lakewood/Pierce County CoC",WA-503,2022,1851.0,0.1080497028633171,0.0534846029173419,0.8384656942193409,0.6029173419773096,0.3803349540788763,0.0027012425715829,0.0108049702863317,0.561858454889249,0.1950297136682874,0.0070232306861156,0.0518638573743922,0.0497028633171258,0.1345218800648298,0.1058887088060507,0.8941112911939492,4
376,Everett/Snohomish County CoC,WA-504,2022,1184.0,0.1537162162162162,0.0599662162162162,0.7863175675675675,0.5912162162162162,0.3944256756756756,0.0067567567567567,0.0067567567567567,0.7956081081081081,0.0641891891891891,0.0126689189189189,0.0396959459459459,0.0430743243243243,0.0447635135135135,0.112331081081081,0.887668918918919,3
377,Vancouver/Clark County CoC,WA-508,2022,1197.0,0.1921470342522974,0.0618212197159565,0.746031746031746,0.5664160401002506,0.4218880534670008,0.0033416875522138,0.0083542188805346,0.722639933166249,0.06265664160401,0.0033416875522138,0.0334168755221386,0.0969089390142021,0.0810359231411863,0.1244778613199665,0.8755221386800334,3
378,Wisconsin Balance of State CoC,WI-500,2022,3049.0,0.2866513611020007,0.0623155132830436,0.6510331256149557,0.5237782879632666,0.4713020662512299,0.0036077402427025,0.0013119055428009,0.6854706461134799,0.1613643817645129,0.0124631026566087,0.0652673007543456,0.0022958346999016,0.0731387340111512,0.0813381436536569,0.918661856346343,3
379,Milwaukee City & County CoC,WI-501,2022,832.0,0.204326923076923,0.0733173076923077,0.7223557692307693,0.6466346153846154,0.3473557692307692,0.0048076923076923,0.001201923076923,0.3197115384615384,0.6394230769230769,0.0024038461538461,0.0108173076923076,0.001201923076923,0.0264423076923076,0.0973557692307692,0.9026442307692308,1
380,Racine City & County CoC,WI-502,2022,193.0,0.2746113989637305,0.0569948186528497,0.6683937823834197,0.5699481865284974,0.4248704663212435,0.005181347150259,0.0,0.5077720207253886,0.4404145077720207,0.0,0.0103626943005181,0.005181347150259,0.0362694300518134,0.1398963730569948,0.8601036269430051,4
381,Madison/Dane County CoC,WI-503,2022,701.0,0.1868758915834522,0.0699001426533523,0.7432239657631954,0.579172610556348,0.4136947218259629,0.0028530670470756,0.0042796005706134,0.5106990014265336,0.4022824536376604,0.007132667617689,0.0128388017118402,0.0057061340941512,0.0613409415121255,0.0727532097004279,0.927246790299572,4
382,"Wheeling, Weirton Area CoC",WV-500,2022,122.0,0.0245901639344262,0.1639344262295081,0.8114754098360656,0.5655737704918032,0.4098360655737705,0.0081967213114754,0.0163934426229508,0.9016393442622952,0.0655737704918032,0.0,0.0,0.0,0.0327868852459016,0.0245901639344262,0.9754098360655736,3
383,"Huntington/Cabell, Wayne Counties CoC",WV-501,2022,235.0,0.051063829787234,0.076595744680851,0.8723404255319149,0.6595744680851063,0.3404255319148936,0.0,0.0,0.851063829787234,0.0808510638297872,0.0,0.0042553191489361,0.0042553191489361,0.0595744680851063,0.0170212765957446,0.9829787234042552,3
384,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,2022,298.0,0.0939597315436241,0.0637583892617449,0.8422818791946308,0.6073825503355704,0.3825503355704698,0.0100671140939597,0.0,0.8221476510067114,0.1476510067114094,0.0,0.0067114093959731,0.0033557046979865,0.0201342281879194,0.0067114093959731,0.9932885906040269,3
385,West Virginia Balance of State CoC,WV-508,2022,720.0,0.0652777777777777,0.1027777777777777,0.8319444444444445,0.5888888888888889,0.3986111111111111,0.0013888888888888,0.0083333333333333,0.8916666666666667,0.0736111111111111,0.0027777777777777,0.0097222222222222,0.0041666666666666,0.0180555555555555,0.0222222222222222,0.9777777777777776,3
386,Wyoming Statewide CoC,WY-500,2022,648.0,0.1635802469135802,0.1219135802469135,0.7145061728395061,0.6018518518518519,0.3950617283950617,0.0015432098765432,0.0015432098765432,0.7700617283950617,0.0401234567901234,0.0,0.1373456790123456,0.0030864197530864,0.0493827160493827,0.103395061728395,0.8966049382716049,3
387,Anchorage CoC,AK-500,2021,1319.0,0.1182714177407126,0.1667930250189537,0.7149355572403336,0.6823351023502654,0.313874147081122,0.0037907505686125,0.0,0.2403335860500379,0.0765731614859742,0.0068233510235026,0.4927975739196361,0.0424564063684609,0.1410159211523881,0.0576194086429113,0.9423805913570888,4
388,Alaska Balance of State CoC,AK-501,2021,630.0,0.2317460317460317,0.1349206349206349,0.6333333333333333,0.5904761904761905,0.4095238095238095,0.0,0.0,0.4476190476190476,0.0634920634920634,0.0285714285714285,0.326984126984127,0.0079365079365079,0.1253968253968254,0.0507936507936507,0.9492063492063492,0
389,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",AL-500,2021,875.0,0.08,0.0445714285714285,0.8754285714285714,0.7165714285714285,0.2765714285714286,0.0068571428571428,0.0,0.392,0.5794285714285714,0.0022857142857142,0.0045714285714285,0.0011428571428571,0.0205714285714285,0.0274285714285714,0.9725714285714284,4
390,Mobile City & County/Baldwin County CoC,AL-501,2021,219.0,0.3561643835616438,0.0273972602739726,0.6164383561643836,0.5616438356164384,0.4383561643835616,0.0,0.0,0.4337899543378995,0.5296803652968036,0.0091324200913242,0.0045662100456621,0.0,0.0228310502283105,0.0045662100456621,0.9954337899543378,1
391,Florence/Northwest Alabama CoC,AL-502,2021,183.0,0.0,0.0109289617486338,0.989071038251366,0.5300546448087432,0.4644808743169399,0.0,0.0054644808743169,0.8032786885245902,0.1967213114754098,0.0,0.0,0.0,0.0,0.7377049180327869,0.2622950819672131,2
392,Huntsville/North Alabama CoC,AL-503,2021,300.0,0.22,0.03,0.75,0.58,0.42,0.0,0.0,0.4966666666666666,0.44,0.0033333333333333,0.02,0.0,0.04,0.04,0.96,4
393,Montgomery City & County CoC,AL-504,2021,215.0,0.1581395348837209,0.0325581395348837,0.8093023255813954,0.5813953488372093,0.4186046511627907,0.0,0.0,0.2930232558139535,0.6651162790697674,0.0,0.0046511627906976,0.0,0.0372093023255813,0.0186046511627906,0.9813953488372092,1
394,Gadsden/Northeast Alabama CoC,AL-505,2021,537.0,0.0167597765363128,0.0018621973929236,0.0893854748603352,0.0391061452513966,0.068901303538175,0.0,0.0,0.0614525139664804,0.0465549348230912,0.0,0.0,0.0,0.0,0.0,0.1080074487895716,0
395,Tuscaloosa City & County CoC,AL-506,2021,37.0,0.081081081081081,0.0,0.918918918918919,0.7837837837837838,0.2162162162162162,0.0,0.0,0.1891891891891892,0.7567567567567568,0.0,0.0,0.0,0.054054054054054,0.054054054054054,0.945945945945946,1
396,Alabama Balance of State CoC,AL-507,2021,190.0,0.2736842105263158,0.0526315789473684,0.6736842105263158,0.4473684210526316,0.5526315789473685,0.0,0.0,0.5105263157894737,0.4210526315789473,0.0052631578947368,0.0,0.0,0.0631578947368421,0.0210526315789473,0.9789473684210528,0
397,Little Rock/Central Arkansas CoC,AR-500,2021,401.0,0.0324189526184538,0.0872817955112219,0.8802992518703242,0.6533665835411472,0.3466334164588528,0.0,0.0,0.5211970074812967,0.4314214463840399,0.0074812967581047,0.0099750623441396,0.0049875311720698,0.0249376558603491,0.0249376558603491,0.9750623441396508,4
398,Fayetteville/Northwest Arkansas CoC,AR-501,2021,157.0,0.3375796178343949,0.0509554140127388,0.6114649681528662,0.5286624203821656,0.464968152866242,0.0,0.0063694267515923,0.7961783439490446,0.1273885350318471,0.0063694267515923,0.0254777070063694,0.0063694267515923,0.0382165605095541,0.0700636942675159,0.929936305732484,3
399,Arkansas  Balance of State  CoC,AR-503,2021,1190.0,0.0756302521008403,0.0915966386554621,0.8327731092436975,0.6168067226890757,0.3823529411764705,0.0,0.0008403361344537,0.7369747899159664,0.2319327731092437,0.0025210084033613,0.0142857142857142,0.0016806722689075,0.0126050420168067,0.0815126050420168,0.9184873949579831,3
400,Southeast Arkansas CoC,AR-505,2021,67.0,0.1940298507462686,0.1940298507462686,0.6119402985074627,0.417910447761194,0.582089552238806,0.0,0.0,0.3432835820895522,0.6567164179104478,0.0,0.0,0.0,0.0,0.0149253731343283,0.9850746268656716,1
401,Fort Smith CoC,AR-508,2021,324.0,0.074074074074074,0.0,0.925925925925926,0.654320987654321,0.345679012345679,0.0,0.0,0.7901234567901234,0.1203703703703703,0.0061728395061728,0.074074074074074,0.0,0.0092592592592592,0.0432098765432098,0.9567901234567902,3
402,Arizona Balance of State CoC,AZ-500,2021,989.0,0.1911021233569262,0.044489383215369,0.7644084934277048,0.5793731041456016,0.4155712841253792,0.0030333670374115,0.0020222446916076,0.5733063700707786,0.0778564206268958,0.0070778564206268,0.2062689585439838,0.0020222446916076,0.1334681496461071,0.2163801820020222,0.7836198179979778,3
403,Tucson/Pima County CoC,AZ-501,2021,821.0,0.1961023142509135,0.0925700365408039,0.7113276492082826,0.5700365408038977,0.4177831912302071,0.0109622411693057,0.0012180267965895,0.7356881851400731,0.146163215590743,0.002436053593179,0.0523751522533495,0.0048721071863581,0.0584652862362971,0.3690621193666261,0.630937880633374,2
404,"Phoenix, Mesa/Maricopa County CoC",AZ-502,2021,3650.0,0.2841095890410959,0.0621917808219178,0.6536986301369863,0.556986301369863,0.4397260273972603,0.0024657534246575,0.0008219178082191,0.5394520547945205,0.3271232876712329,0.0098630136986301,0.0498630136986301,0.0035616438356164,0.0701369863013698,0.26,0.74,0
405,San Jose/Santa Clara City & County CoC,CA-500,2021,2301.0,0.1647109952194698,0.0582355497609734,0.7770534550195567,0.615819209039548,0.3746197305519339,0.0034767492394611,0.0060843111690569,0.6101694915254238,0.1312472837896566,0.0660582355497609,0.0530204259017818,0.0265102129508909,0.1129943502824858,0.4989135158626684,0.5010864841373316,2
406,San Francisco CoC,CA-501,2021,4000.0,0.084,0.0555,0.8605,0.65275,0.3245,0.01725,0.0055,0.4105,0.41925,0.05325,0.03625,0.024,0.05675,0.25225,0.74775,4
407,"Oakland, Berkeley/Alameda County CoC",CA-502,2021,2546.0,0.1091908876669285,0.0706991358994501,0.8201099764336214,0.5860172820109977,0.4045561665357423,0.0062843676355066,0.0031421838177533,0.2804399057344854,0.5663786331500392,0.0271013354281225,0.0278868813825608,0.0243519245875883,0.0738413197172034,0.1555380989787902,0.8444619010212098,1
408,Sacramento City & County CoC,CA-503,2021,1885.0,0.1522546419098143,0.1061007957559681,0.7416445623342175,0.4774535809018567,0.5103448275862069,0.0068965517241379,0.0053050397877984,0.4647214854111406,0.3713527851458886,0.0159151193633952,0.0217506631299734,0.0148541114058355,0.1114058355437665,0.1708222811671087,0.8291777188328913,4
409,"Santa Rosa, Petaluma/Sonoma County CoC",CA-504,2021,787.0,0.1270648030495552,0.0457433290978398,0.8271918678526048,0.576874205844981,0.4167725540025413,0.0050825921219822,0.0012706480304955,0.7293519695044473,0.0711562897077509,0.0114358322744599,0.1143583227445997,0.0063532401524777,0.0673443456162642,0.2808132147395171,0.7191867852604829,2
410,Richmond/Contra Costa County CoC,CA-505,2021,820.0,0.1256097560975609,0.0475609756097561,0.8268292682926829,0.5707317073170731,0.424390243902439,0.0036585365853658,0.0012195121951219,0.4353658536585366,0.3597560975609756,0.0268292682926829,0.0865853658536585,0.0182926829268292,0.073170731707317,0.2170731707317073,0.7829268292682927,4
411,"Salinas/Monterey, San Benito Counties CoC",CA-506,2021,678.0,0.3333333333333333,0.0324483775811209,0.6342182890855457,0.5309734513274337,0.4690265486725664,0.0,0.0,0.8259587020648967,0.0825958702064896,0.0250737463126843,0.0280235988200589,0.0103244837758112,0.0280235988200589,0.6002949852507374,0.3997050147492625,2
412,Marin County CoC,CA-507,2021,225.0,0.28,0.08,0.64,0.5511111111111111,0.4444444444444444,0.0,0.0044444444444444,0.6888888888888889,0.1822222222222222,0.0222222222222222,0.04,0.0,0.0666666666666666,0.3822222222222222,0.6177777777777778,2
413,Watsonville/Santa Cruz City & County CoC,CA-508,2021,800.0,0.14125,0.045,0.81375,0.59875,0.3975,0.00375,0.0,0.82,0.0675,0.0075,0.03875,0.015,0.05125,0.38375,0.61625,2
414,Mendocino County CoC,CA-509,2021,318.0,0.2672955974842767,0.0786163522012578,0.6540880503144654,0.4528301886792453,0.5345911949685535,0.0094339622641509,0.0031446540880503,0.7295597484276729,0.0125786163522012,0.0,0.1761006289308176,0.0062893081761006,0.0754716981132075,0.2327044025157232,0.7672955974842768,3
415,"Turlock, Modesto/Stanislaus County CoC",CA-510,2021,2927.0,0.371711650153741,0.0942944994875299,0.533993850358729,0.4567816877348821,0.5418517253160232,0.0006832934745473,0.0006832934745473,0.7239494362828836,0.1277758797403484,0.0181072770755039,0.0181072770755039,0.0157157499145883,0.0963443799111718,0.4195421933720533,0.5804578066279467,2
416,Stockton/San Joaquin County CoC,CA-511,2021,885.0,0.215819209039548,0.0451977401129943,0.7389830508474576,0.6259887005649718,0.3728813559322034,0.0,0.0011299435028248,0.6305084745762712,0.255367231638418,0.0271186440677966,0.0203389830508474,0.0135593220338983,0.0531073446327683,0.3774011299435028,0.6225988700564972,2
417,Daly/San Mateo County CoC,CA-512,2021,621.0,0.2624798711755233,0.0354267310789049,0.7020933977455717,0.5523349436392915,0.4396135265700483,0.0064412238325281,0.001610305958132,0.571658615136876,0.2190016103059581,0.0611916264090177,0.0241545893719806,0.0933977455716586,0.0305958132045088,0.3333333333333333,0.6666666666666666,2
418,"Visalia/Kings, Tulare Counties CoC",CA-513,2021,494.0,0.1659919028340081,0.0910931174089068,0.742914979757085,0.5587044534412956,0.4392712550607287,0.0020242914979757,0.0,0.8137651821862348,0.0931174089068826,0.0040485829959514,0.0627530364372469,0.020242914979757,0.0060728744939271,0.5121457489878543,0.4878542510121457,2
419,Fresno City & County/Madera County CoC,CA-514,2021,999.0,0.2302302302302302,0.07007007007007,0.6996996996996997,0.5595595595595596,0.4314314314314314,0.008008008008008,0.001001001001001,0.6986986986986987,0.2072072072072072,0.015015015015015,0.028028028028028,0.021021021021021,0.03003003003003,0.4784784784784784,0.5215215215215215,2
420,"Roseville, Rocklin/Placer County CoC",CA-515,2021,708.0,0.0932203389830508,0.0169491525423728,0.3940677966101695,0.5734463276836158,0.4209039548022599,0.0042372881355932,0.001412429378531,0.786723163841808,0.0847457627118644,0.0141242937853107,0.0451977401129943,0.0042372881355932,0.0649717514124293,0.1723163841807909,0.827683615819209,3
421,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",CA-516,2021,792.0,0.1742424242424242,0.0858585858585858,0.73989898989899,0.5416666666666666,0.457070707070707,0.0,0.0012626262626262,0.7411616161616161,0.0227272727272727,0.0113636363636363,0.1237373737373737,0.0088383838383838,0.0921717171717171,0.1628787878787878,0.8371212121212122,3
422,Napa City & County CoC,CA-517,2021,200.0,0.09,0.035,0.875,0.645,0.35,0.005,0.0,0.835,0.045,0.0,0.055,0.025,0.04,0.27,0.73,3
423,Vallejo/Solano County CoC,CA-518,2021,397.0,0.0831234256926952,0.0856423173803526,0.8312342569269522,0.5591939546599496,0.4357682619647355,0.0050377833753148,0.0,0.4105793450881612,0.4130982367758186,0.0453400503778337,0.0201511335012594,0.0125944584382871,0.0982367758186398,0.1435768261964735,0.8564231738035264,4
424,"Chico, Paradise/Butte County CoC",CA-519,2021,499.0,0.2424849699398797,0.0480961923847695,0.7094188376753507,0.4809619238476953,0.5090180360721442,0.0100200400801603,0.0,0.7955911823647295,0.0621242484969939,0.0100200400801603,0.0480961923847695,0.0080160320641282,0.0761523046092184,0.1322645290581162,0.8677354709418837,3
425,Merced City & County CoC,CA-520,2021,835.0,0.118562874251497,0.0,0.3365269461077844,0.2467065868263473,0.2083832335329341,0.0,0.0,0.3461077844311377,0.0694610778443113,0.0083832335329341,0.0119760479041916,0.0023952095808383,0.0167664670658682,0.2275449101796407,0.2275449101796407,2
426,"Davis, Woodland/Yolo County CoC",CA-521,2021,373.0,0.1152815013404825,0.0589812332439678,0.8257372654155496,0.5254691689008043,0.4664879356568364,0.0080428954423592,0.0,0.7184986595174263,0.1849865951742627,0.0053619302949061,0.0509383378016085,0.0160857908847185,0.0241286863270777,0.2841823056300268,0.7158176943699732,2
427,Humboldt County CoC,CA-522,2021,272.0,0.1213235294117647,0.0220588235294117,0.8566176470588235,0.6911764705882353,0.3088235294117647,0.0,0.0,0.8897058823529411,0.0036764705882352,0.0073529411764705,0.0477941176470588,0.0073529411764705,0.0441176470588235,0.0845588235294117,0.9154411764705882,3
428,"Colusa, Glenn, Trinity Counties CoC",CA-523,2021,140.0,0.5071428571428571,0.0571428571428571,0.4357142857142857,0.4142857142857143,0.5857142857142857,0.0,0.0,0.9142857142857144,0.0,0.0,0.0642857142857142,0.0071428571428571,0.0142857142857142,0.3071428571428571,0.6928571428571428,0
429,Yuba City & County/Sutter County CoC,CA-524,2021,1074.0,0.2588454376163873,0.0577281191806331,0.6834264432029795,0.5046554934823091,0.4934823091247672,0.0018621973929236,0.0,0.6080074487895717,0.0912476722532588,0.0074487895716946,0.0521415270018622,0.0018621973929236,0.239292364990689,0.2029795158286778,0.7970204841713222,0
430,El Dorado County CoC,CA-525,2021,99.0,0.1414141414141414,0.0505050505050505,0.8080808080808081,0.5353535353535354,0.4545454545454545,0.0,0.0101010101010101,0.8383838383838383,0.0505050505050505,0.0,0.0404040404040404,0.0,0.0707070707070707,0.0909090909090909,0.9090909090909092,3
431,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA-526,2021,151.0,0.2251655629139073,0.0198675496688741,0.7549668874172185,0.4503311258278146,0.543046357615894,0.0066225165562913,0.0,0.8344370860927153,0.0463576158940397,0.0,0.0331125827814569,0.0066225165562913,0.0794701986754966,0.152317880794702,0.847682119205298,3
432,Tehama County CoC,CA-527,2021,267.0,0.0861423220973782,0.048689138576779,0.8651685393258427,0.6554307116104869,0.3445692883895131,0.0,0.0,0.898876404494382,0.0224719101123595,0.0112359550561797,0.0599250936329588,0.0037453183520599,0.0037453183520599,0.1048689138576779,0.8951310861423221,3
433,Lake County CoC,CA-529,2021,306.0,0.0163398692810457,0.0751633986928104,0.9084967320261438,0.6470588235294118,0.3431372549019608,0.0065359477124183,0.0032679738562091,0.7189542483660131,0.0326797385620915,0.0,0.1830065359477124,0.0130718954248366,0.0522875816993464,0.1797385620915032,0.8202614379084967,3
434,"Alpine, Inyo, Mono Counties CoC",CA-530,2021,58.0,0.3448275862068966,0.0517241379310344,0.603448275862069,0.4655172413793103,0.5344827586206896,0.0,0.0,0.8793103448275862,0.0,0.0,0.1034482758620689,0.0,0.0172413793103448,0.2758620689655172,0.7241379310344828,3
435,Nevada County CoC,CA-531,2021,401.0,0.0748129675810473,0.0598503740648379,0.8653366583541147,0.5386533665835411,0.456359102244389,0.0,0.0049875311720698,0.9201995012468828,0.0074812967581047,0.0124688279301745,0.0374064837905236,0.0074812967581047,0.0149625935162094,0.1197007481296758,0.8802992518703242,3
436,Los Angeles City & County CoC,CA-600,2021,17225.0,0.28644412191582,0.1017126269956458,0.6118432510885341,0.5227866473149492,0.4659506531204644,0.0088243831640058,0.0024383164005805,0.4586937590711175,0.4761103047895501,0.0119013062409288,0.0160812772133526,0.0080696661828737,0.029143686502177,0.387343976777939,0.6126560232220609,0
437,San Diego City and County CoC,CA-601,2021,4143.0,0.2039584841902003,0.0914796041515809,0.7045619116582187,0.5821868211440985,0.4127443881245474,0.0031378228336953,0.0019309678976587,0.6495293265749457,0.2519913106444605,0.0219647598358677,0.019309678976587,0.0111030654115375,0.0461018585566015,0.3340574462949554,0.6659425537050446,2
438,"Santa Ana, Anaheim/Orange County CoC",CA-602,2021,2441.0,0.2716099959033183,0.0356411306841458,0.6927488734125359,0.5182302335108562,0.4797214256452273,0.0012290045063498,0.0008193363375665,0.7738631708316264,0.124948791478902,0.0299057763211798,0.0258090946333469,0.0094223678820155,0.0360507988529291,0.4539123310118804,0.5460876689881197,2
439,Santa Maria/Santa Barbara County CoC,CA-603,2021,500.0,0.136,0.04,0.824,0.63,0.358,0.01,0.002,0.814,0.096,0.008,0.032,0.006,0.044,0.466,0.534,2
440,Bakersfield/Kern County CoC,CA-604,2021,2150.0,0.1595348837209302,0.0641860465116279,0.7762790697674419,0.5334883720930232,0.4641860465116279,0.001860465116279,0.0004651162790697,0.7125581395348837,0.2204651162790697,0.0037209302325581,0.0186046511627906,0.0041860465116279,0.0404651162790697,0.3395348837209302,0.6604651162790698,2
441,Long Beach CoC,CA-606,2021,603.0,0.1310116086235489,0.0248756218905472,0.8441127694859039,0.6749585406301825,0.3250414593698176,0.0,0.0,0.4892205638474295,0.4145936981757877,0.0199004975124378,0.0149253731343283,0.0149253731343283,0.0464344941956882,0.2719734660033167,0.7280265339966833,4
442,Pasadena CoC,CA-607,2021,171.0,0.1871345029239766,0.0643274853801169,0.7485380116959064,0.6140350877192983,0.3742690058479532,0.0116959064327485,0.0,0.52046783625731,0.3450292397660818,0.0175438596491228,0.0409356725146198,0.0350877192982456,0.0409356725146198,0.3625730994152046,0.6374269005847953,2
