CoC Name,CoC Number,Year,Overall Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Male,Overall Homeless - Female,Overall Homeless - Transgender,Overall Homeless - Nonbinary Gender,Overall Homeless - White,Overall Homeless - Black or African American,Overall Homeless - Asian or Asian American,Overall Homeless - American Indian or Alaska Native,Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Hispanic/Latino,Overall Homeless - Non-Hispanic/Non-Latino,Label
Prince George's County CoC,MD-600,2022,533.0,0.3076923076923077,0.1388367729831144,0.5534709193245778,0.5103189493433395,0.4859287054409005,0.0,0.0,0.0919324577861163,0.8667917448405253,0.0131332082551594,0.0018761726078799,0.0056285178236397,0.0206378986866791,0.1031894934333958,0.8968105065666041,0
Montgomery County CoC,MD-601,2022,581.0,0.1772805507745266,0.0602409638554216,0.7624784853700516,0.5593803786574871,0.4371772805507745,0.0,0.0,0.2667814113597246,0.6419965576592083,0.0172117039586919,0.0464716006884681,0.0086058519793459,0.0189328743545611,0.1841652323580034,0.8158347676419966,0
Maine Statewide CoC,ME-500,2022,4411.0,0.2432554976195874,0.0657447290863749,0.6909997732940376,0.55792337338472,0.4268873271367037,0.0034005894355021,0.0068011788710043,0.6588075266379506,0.2851961006574472,0.0040807073226025,0.0117887100430741,0.0018136476989344,0.0383133076399909,0.0308320108818861,0.969167989118114,3
Michigan Balance of State CoC,MI-500,2022,1585.0,0.305993690851735,0.0694006309148265,0.6246056782334385,0.5179810725552051,0.4794952681388013,0.0012618296529968,0.0012618296529968,0.8271293375394322,0.0977917981072555,0.0,0.0315457413249211,0.0025236593059936,0.0410094637223974,0.0391167192429022,0.9608832807570978,1
Detroit CoC,MI-501,2022,1691.0,0.2501478415138971,0.0821998817267888,0.667652276759314,0.5836782968657599,0.4127735068007096,0.0035481963335304,0.0,0.0975753991720875,0.8787699586043761,0.002956830277942,0.0053222945002956,0.002956830277942,0.0124186871673565,0.0206978119455943,0.9793021880544056,0
"Dearborn, Dearborn Heights, Westland/Wayne County CoC",MI-502,2022,166.0,0.4096385542168674,0.0301204819277108,0.5602409638554217,0.5301204819277109,0.6024096385542169,0.0,0.0,0.4036144578313253,0.7108433734939759,0.0,0.0,0.0,0.0180722891566265,0.0120481927710843,1.120481927710843,0
"St. Clair Shores, Warren/Macomb County CoC",MI-503,2022,272.0,0.2941176470588235,0.0514705882352941,0.6544117647058824,0.5294117647058824,0.4705882352941176,0.0,0.0,0.4558823529411764,0.4852941176470588,0.0,0.0036764705882352,0.0,0.0551470588235294,0.0588235294117647,0.9411764705882352,3
"Pontiac, Royal Oak/Oakland County CoC",MI-504,2022,320.0,0.346875,0.128125,0.525,0.484375,0.5,0.0,0.0125,0.228125,0.709375,0.009375,0.003125,0.0,0.05,0.0625,0.9375,0
Flint/Genesee County CoC,MI-505,2022,360.0,0.1666666666666666,0.0694444444444444,0.7638888888888888,0.5916666666666667,0.4055555555555555,0.0027777777777777,0.0,0.3694444444444444,0.5583333333333333,0.0,0.0194444444444444,0.0,0.0527777777777777,0.0555555555555555,0.9444444444444444,0
"Grand Rapids, Wyoming/Kent County CoC",MI-506,2022,1044.0,0.2442528735632184,0.0977011494252873,0.6580459770114943,0.6293103448275862,0.3582375478927203,0.0067049808429118,0.0057471264367816,0.4204980842911877,0.475095785440613,0.0067049808429118,0.0191570881226053,0.0009578544061302,0.0775862068965517,0.1436781609195402,0.8563218390804598,3
"Portage, Kalamazoo City & County CoC",MI-507,2022,488.0,0.2110655737704918,0.055327868852459,0.7336065573770492,0.5655737704918032,0.4282786885245901,0.0040983606557377,0.0020491803278688,0.4364754098360656,0.4733606557377049,0.0102459016393442,0.0143442622950819,0.0020491803278688,0.0635245901639344,0.0614754098360655,0.9385245901639344,3
"Lansing, East Lansing/Ingham County CoC",MI-508,2022,515.0,0.2524271844660194,0.0854368932038835,0.6621359223300971,0.574757281553398,0.4194174757281553,0.0,0.003883495145631,0.5262135922330097,0.3436893203883495,0.0019417475728155,0.003883495145631,0.0019417475728155,0.1223300970873786,0.0834951456310679,0.916504854368932,3
Washtenaw County CoC,MI-509,2022,211.0,0.1706161137440758,0.0853080568720379,0.7440758293838863,0.6113744075829384,0.3744075829383886,0.0094786729857819,0.0047393364928909,0.4312796208530806,0.4312796208530806,0.0047393364928909,0.0236966824644549,0.0,0.1090047393364928,0.0568720379146919,0.943127962085308,3
Saginaw City & County CoC,MI-510,2022,313.0,0.3706070287539936,0.0575079872204472,0.5718849840255591,0.5175718849840255,0.4792332268370607,0.0031948881789137,0.0,0.3035143769968051,0.645367412140575,0.0,0.0,0.0,0.0511182108626198,0.1533546325878594,0.8466453674121406,0
Lenawee County CoC,MI-511,2022,158.0,0.310126582278481,0.0759493670886076,0.6139240506329114,0.5126582278481012,0.4873417721518987,0.0,0.0,0.6518987341772152,0.240506329113924,0.0,0.0126582278481012,0.0,0.0949367088607595,0.2594936708860759,0.740506329113924,3
"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,2022,164.0,0.1463414634146341,0.0609756097560975,0.7926829268292683,0.6219512195121951,0.3719512195121951,0.0060975609756097,0.0,0.8536585365853658,0.0060975609756097,0.0,0.0548780487804878,0.0060975609756097,0.0792682926829268,0.0609756097560975,0.9390243902439024,1
Battle Creek/Calhoun County CoC,MI-514,2022,218.0,0.1834862385321101,0.0275229357798165,0.7889908256880734,0.6422018348623854,0.3577981651376147,0.0,0.0,0.5458715596330275,0.4220183486238532,0.0045871559633027,0.0137614678899082,0.0,0.0137614678899082,0.0688073394495412,0.9311926605504588,3
Monroe City & County CoC,MI-515,2022,111.0,0.1801801801801801,0.063063063063063,0.7567567567567568,0.5315315315315315,0.4594594594594595,0.0,0.009009009009009,0.7567567567567568,0.1621621621621621,0.027027027027027,0.0,0.009009009009009,0.045045045045045,0.063063063063063,0.9369369369369368,1
"Norton Shores, Muskegon City & County CoC",MI-516,2022,135.0,0.2666666666666666,0.0962962962962963,0.6370370370370371,0.4444444444444444,0.5555555555555556,0.0,0.0,0.4444444444444444,0.4,0.0,0.0148148148148148,0.0,0.1407407407407407,0.0962962962962963,0.9037037037037036,3
Jackson City & County CoC,MI-517,2022,90.0,0.1444444444444444,0.0888888888888888,0.7666666666666667,0.5222222222222223,0.4666666666666667,0.0,0.0111111111111111,0.6333333333333333,0.3111111111111111,0.0,0.0,0.0,0.0555555555555555,0.0222222222222222,0.9777777777777776,3
Livingston County CoC,MI-518,2022,97.0,0.3917525773195876,0.0515463917525773,0.5567010309278351,0.3195876288659793,0.6701030927835051,0.0,0.0,0.9690721649484536,0.0,0.0,0.0103092783505154,0.0,0.0206185567010309,0.0103092783505154,0.9896907216494846,1
Holland/Ottawa County CoC,MI-519,2022,200.0,0.175,0.085,0.74,0.585,0.41,0.0,0.005,0.795,0.165,0.005,0.01,0.01,0.015,0.155,0.845,1
Eaton County CoC,MI-523,2022,68.0,0.6176470588235294,0.0441176470588235,0.3382352941176471,0.3823529411764705,0.6029411764705882,0.0,0.0147058823529411,0.6176470588235294,0.1323529411764706,0.0,0.0,0.0,0.25,0.1617647058823529,0.8382352941176471,3
Minneapolis/Hennepin County CoC,MN-500,2022,2678.0,0.248319641523525,0.09260642270351,0.6590739357729649,0.5619865571321881,0.4305451829723674,0.0029873039581777,0.0041075429424943,0.2389843166542195,0.5403286034353996,0.0156833457804331,0.1187453323375653,0.005227781926811,0.0810306198655713,0.0941000746825989,0.905899925317401,0
Saint Paul/Ramsey County CoC,MN-501,2022,1713.0,0.1809690601284296,0.0700525394045534,0.7489784004670169,0.6304728546409807,0.3613543490951547,0.0070052539404553,0.0005837711617046,0.308231173380035,0.4833625218914185,0.0502043199065966,0.0449503794512551,0.0040863981319322,0.1091652072387624,0.0980735551663747,0.9019264448336252,0
Rochester/Southeast Minnesota CoC,MN-502,2022,485.0,0.2927835051546392,0.090721649484536,0.6164948453608248,0.5567010309278351,0.4412371134020618,0.002061855670103,0.0,0.5587628865979382,0.3030927835051546,0.0371134020618556,0.0350515463917525,0.0,0.0659793814432989,0.0989690721649484,0.9010309278350516,3
"Dakota, Anoka, Washington, Scott, Carver Counties",MN-503,2022,746.0,0.2533512064343163,0.1380697050938338,0.6085790884718498,0.5227882037533512,0.4745308310991957,0.0013404825737265,0.0013404825737265,0.5495978552278821,0.2975871313672922,0.0107238605898123,0.0120643431635388,0.0,0.1300268096514745,0.0884718498659517,0.9115281501340484,3
Northeast Minnesota CoC,MN-504,2022,113.0,0.336283185840708,0.0707964601769911,0.5929203539823009,0.504424778761062,0.4778761061946903,0.0,0.0176991150442477,0.6902654867256637,0.0442477876106194,0.0265486725663716,0.1858407079646017,0.0,0.0530973451327433,0.1061946902654867,0.8938053097345132,1
St. Cloud/Central Minnesota CoC,MN-505,2022,916.0,0.2740174672489083,0.1004366812227074,0.6255458515283843,0.4890829694323144,0.50764192139738,0.0021834061135371,0.0010917030567685,0.4934497816593886,0.1157205240174672,0.0054585152838427,0.3231441048034934,0.0010917030567685,0.0611353711790393,0.0644104803493449,0.9355895196506552,3
Northwest Minnesota CoC,MN-506,2022,285.0,0.3578947368421052,0.175438596491228,0.4666666666666667,0.4807017543859649,0.5052631578947369,0.0105263157894736,0.0035087719298245,0.3263157894736842,0.0666666666666666,0.0,0.5087719298245614,0.0035087719298245,0.0947368421052631,0.0807017543859649,0.9192982456140352,3
Moorhead/West Central Minnesota CoC,MN-508,2022,253.0,0.3715415019762846,0.1185770750988142,0.5098814229249012,0.5138339920948617,0.4822134387351778,0.0039525691699604,0.0,0.4901185770750988,0.2648221343873518,0.0079051383399209,0.1462450592885375,0.0039525691699604,0.0869565217391304,0.075098814229249,0.924901185770751,3
Duluth/St.Louis County CoC,MN-509,2022,555.0,0.2144144144144144,0.0936936936936937,0.6918918918918919,0.5513513513513514,0.4342342342342342,0.0108108108108108,0.0036036036036036,0.4774774774774775,0.1207207207207207,0.0054054054054054,0.2846846846846846,0.0,0.1117117117117117,0.0378378378378378,0.9621621621621622,3
Southwest Minnesota CoC,MN-511,2022,173.0,0.3583815028901734,0.1965317919075144,0.4450867052023121,0.4971098265895953,0.5028901734104047,0.0,0.0,0.6820809248554913,0.0982658959537572,0.0173410404624277,0.1098265895953757,0.0520231213872832,0.0404624277456647,0.2774566473988439,0.7225433526011561,1
St. Louis County CoC,MO-500,2022,371.0,0.3234501347708894,0.3611859838274933,0.3153638814016172,0.4177897574123989,0.5714285714285714,0.0026954177897574,0.0080862533692722,0.1778975741239892,0.7520215633423181,0.0026954177897574,0.0026954177897574,0.0053908355795148,0.059299191374663,0.0350404312668463,0.9649595687331536,0
St.Louis City CoC,MO-501,2022,1147.0,0.1595466434176111,0.089799476896251,0.7506538796861377,0.6512641673931997,0.3374019180470793,0.007846556233653,0.003487358326068,0.2449869224062772,0.7070619006102877,0.005231037489102,0.00871839581517,0.001743679163034,0.032258064516129,0.032258064516129,0.967741935483871,0
"St. Charles City & County, Lincoln, Warren Counties CoC",MO-503,2022,425.0,0.308235294117647,0.0752941176470588,0.6164705882352941,0.4635294117647058,0.5223529411764706,0.0117647058823529,0.0023529411764705,0.7058823529411765,0.2141176470588235,0.0023529411764705,0.0023529411764705,0.0,0.0752941176470588,0.0211764705882352,0.9788235294117648,1
"Springfield/Greene, Christian, Webster Counties CoC",MO-600,2022,517.0,0.172147001934236,0.0870406189555125,0.7408123791102514,0.5473887814313346,0.4448742746615087,0.0077369439071566,0.0,0.804642166344294,0.0773694390715667,0.0,0.034816247582205,0.0038684719535783,0.0793036750483558,0.0657640232108317,0.9342359767891684,1
"Joplin/Jasper, Newton Counties CoC",MO-602,2022,231.0,0.1428571428571428,0.0432900432900432,0.8138528138528138,0.6493506493506493,0.3463203463203463,0.0,0.0,0.8484848484848485,0.0735930735930736,0.0043290043290043,0.0086580086580086,0.0086580086580086,0.0562770562770562,0.0692640692640692,0.9307359307359307,1
"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,2022,148.0,0.1824324324324324,0.0472972972972973,0.7702702702702703,0.5337837837837838,0.4662162162162162,0.0,0.0,0.7702702702702703,0.1351351351351351,0.0,0.0202702702702702,0.0405405405405405,0.0337837837837837,0.0472972972972973,0.9527027027027029,1
"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",MO-604a,2022,1783.0,0.1407739764441951,0.0628154795288839,0.7964105440269209,0.6264722378014582,0.3550196298373528,0.0078519349411104,0.0078519349411104,0.5423443634324173,0.3639932697700505,0.0061693774537296,0.0190689848569826,0.0033651149747616,0.0650588895120583,0.1149747616376892,0.8850252383623107,3
Missouri Balance of State CoC,MO-606,2022,1571.0,0.1935073201782304,0.0751113940165499,0.7313812858052197,0.5257797581158498,0.4665817950350095,0.0025461489497135,0.0038192234245703,0.7542966263526416,0.1858688733290897,0.0025461489497135,0.0070019096117122,0.0006365372374283,0.0496499045194143,0.0362826225334182,0.9637173774665818,1
Northern Mariana Islands CoC,MP-500,2022,1207.0,0.3388566694283347,0.0969345484672742,0.5642087821043911,0.5227837613918807,0.4772162386081193,0.0,0.0,0.0057995028997514,0.0,0.3628831814415907,0.0,0.628003314001657,0.0033140016570008,0.0,1.0,3
"Jackson/Rankin, Madison Counties CoC",MS-500,2022,654.0,0.0397553516819571,0.1452599388379205,0.8149847094801224,0.6452599388379205,0.3348623853211009,0.0091743119266055,0.0,0.345565749235474,0.6269113149847095,0.0015290519877675,0.0091743119266055,0.0152905198776758,0.0015290519877675,0.010703363914373,0.9892966360856268,0
Mississippi Balance of State CoC,MS-501,2022,342.0,0.0847953216374269,0.0409356725146198,0.8742690058479532,0.5701754385964912,0.4239766081871345,0.0,0.0,0.4385964912280701,0.5584795321637427,0.0,0.0029239766081871,0.0,0.0,0.0263157894736842,0.9736842105263158,0
Gulf Port/Gulf Coast Regional CoC,MS-503,2022,200.0,0.075,0.08,0.845,0.595,0.405,0.0,0.0,0.685,0.245,0.01,0.005,0.0,0.055,0.045,0.955,1
Montana Statewide CoC,MT-500,2022,1585.0,0.1665615141955836,0.0763406940063091,0.7570977917981072,0.5766561514195584,0.416403785488959,0.0044164037854889,0.0018927444794952,0.7381703470031545,0.0246056782334384,0.0031545741324921,0.1602523659305993,0.0113564668769716,0.0624605678233438,0.085173501577287,0.9148264984227128,1
Winston-Salem/Forsyth County CoC,NC-500,2022,429.0,0.1561771561771562,0.0652680652680652,0.7785547785547785,0.6503496503496503,0.3496503496503496,0.0,0.0,0.4009324009324009,0.5617715617715617,0.0023310023310023,0.0023310023310023,0.0,0.0326340326340326,0.0559440559440559,0.944055944055944,0
Asheville/Buncombe County CoC,NC-501,2022,637.0,0.0470957613814756,0.0455259026687598,0.9073783359497644,0.6938775510204082,0.2998430141287284,0.0062794348508634,0.0,0.7378335949764521,0.1946624803767661,0.0047095761381475,0.0251177394034536,0.0,0.0376766091051805,0.0518053375196232,0.9481946624803768,1
Durham City & County CoC,NC-502,2022,459.0,0.1633986928104575,0.0522875816993464,0.7843137254901961,0.6122004357298475,0.3812636165577342,0.0021786492374727,0.0043572984749455,0.2941176470588235,0.6535947712418301,0.0,0.0130718954248366,0.0130718954248366,0.0261437908496732,0.0326797385620915,0.9673202614379084,0
North Carolina Balance of State CoC,NC-503,2022,2491.0,0.1979124849458049,0.0529907667603372,0.7490967482938579,0.5359293456443196,0.4588518667201927,0.0004014452027298,0.0024086712163789,0.5451625853071056,0.3869931754315536,0.0112404656764351,0.0240867121637896,0.0060216780409474,0.0264953833801686,0.0541951023685267,0.9458048976314734,3
"Greensboro, High Point CoC",NC-504,2022,426.0,0.1478873239436619,0.0727699530516431,0.7793427230046949,0.6338028169014085,0.3615023474178404,0.0046948356807511,0.0,0.3004694835680751,0.6126760563380281,0.0211267605633802,0.0046948356807511,0.0023474178403755,0.0586854460093896,0.0492957746478873,0.9507042253521126,0
Charlotte/Mecklenberg CoC,NC-505,2022,1761.0,0.1902328222600795,0.0397501419647927,0.7700170357751278,0.6183986371379898,0.3781942078364566,0.0022714366837024,0.0011357183418512,0.1788756388415673,0.7563884156729132,0.0051107325383304,0.0124929017603634,0.0005678591709256,0.0465644520159,0.0448608745031232,0.9551391254968769,0
"Wilmington/Brunswick, New Hanover, Pender Counties CoC",NC-506,2022,347.0,0.1440922190201729,0.0576368876080691,0.7982708933717579,0.5072046109510087,0.4322766570605187,0.0,0.0028818443804034,0.5677233429394812,0.2997118155619596,0.0,0.0,0.0,0.132564841498559,0.0576368876080691,0.9423631123919308,3
Raleigh/Wake County CoC,NC-507,2022,1534.0,0.3096479791395045,0.1127770534550195,0.5775749674054759,0.4719687092568448,0.515645371577575,0.0084745762711864,0.0039113428943937,0.1870925684485006,0.7327249022164276,0.0156453715775749,0.0052151238591916,0.0026075619295958,0.0567144719687092,0.1642764015645371,0.8357235984354628,0
"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,2022,497.0,0.1368209255533199,0.0663983903420523,0.7967806841046278,0.5613682092555332,0.4305835010060362,0.0080482897384305,0.0,0.6297786720321932,0.2796780684104628,0.0100603621730382,0.0181086519114688,0.0,0.062374245472837,0.0342052313883299,0.96579476861167,3
Fayetteville/Cumberland County CoC,NC-511,2022,475.0,0.0631578947368421,0.0021052631578947,0.9347368421052632,0.6463157894736842,0.3536842105263157,0.0,0.0,0.2084210526315789,0.5873684210526315,0.0210526315789473,0.0442105263157894,0.0126315789473684,0.1263157894736842,0.0421052631578947,0.9578947368421052,0
Chapel Hill/Orange County CoC,NC-513,2022,133.0,0.0977443609022556,0.0225563909774436,0.8796992481203008,0.6616541353383458,0.3308270676691729,0.0075187969924812,0.0,0.3984962406015037,0.5488721804511278,0.0075187969924812,0.0,0.0,0.0451127819548872,0.0150375939849624,0.9849624060150376,0
Northwest North Carolina CoC,NC-516,2022,193.0,0.2279792746113989,0.0621761658031088,0.7098445595854922,0.4455958549222797,0.533678756476684,0.0207253886010362,0.0,0.8186528497409327,0.1502590673575129,0.0,0.005181347150259,0.0,0.0259067357512953,0.0880829015544041,0.911917098445596,1
North Dakota Statewide CoC,ND-500,2022,610.0,0.1901639344262295,0.0737704918032786,0.7360655737704918,0.6081967213114754,0.3819672131147541,0.001639344262295,0.0049180327868852,0.419672131147541,0.1459016393442622,0.0065573770491803,0.3688524590163934,0.0032786885245901,0.0557377049180327,0.1,0.9,3
Nebraska Balance of State CoC,NE-500,2022,482.0,0.2199170124481327,0.1058091286307053,0.6742738589211619,0.5518672199170125,0.437759336099585,0.0062240663900414,0.0041493775933609,0.8443983402489627,0.0705394190871369,0.0,0.0435684647302904,0.0,0.0414937759336099,0.1867219917012448,0.8132780082987552,1
"Omaha, Council Bluffs CoC",NE-501,2022,1346.0,0.1233283803863298,0.0430906389301634,0.8335809806835067,0.6701337295690936,0.3216939078751857,0.0052005943536404,0.0029717682020802,0.6166419019316494,0.2674591381872214,0.0118870728083209,0.0482912332838038,0.0029717682020802,0.0527488855869242,0.0973254086181277,0.9026745913818722,3
Lincoln CoC,NE-502,2022,418.0,0.2416267942583732,0.1028708133971291,0.6555023923444976,0.5502392344497608,0.4449760765550239,0.0047846889952153,0.0,0.5789473684210527,0.2511961722488038,0.0478468899521531,0.055023923444976,0.0119617224880382,0.055023923444976,0.145933014354067,0.854066985645933,3
New Hampshire Balance of State CoC,NH-500,2022,851.0,0.1703877790834312,0.0940070505287896,0.7356051703877791,0.54524089306698,0.4441833137485311,0.008225616921269,0.0011750881316098,0.9236192714453584,0.0329024676850763,0.0023501762632197,0.0035252643948296,0.0011750881316098,0.0364277320799059,0.0505287896592244,0.9494712103407756,1
Manchester CoC,NH-501,2022,513.0,0.1968810916179337,0.074074074074074,0.7290448343079922,0.571150097465887,0.4249512670565302,0.0038986354775828,0.0,0.8440545808966862,0.0994152046783625,0.0116959064327485,0.0,0.0038986354775828,0.0409356725146198,0.1091617933723196,0.8908382066276803,1
Nashua/Hillsborough County CoC,NH-502,2022,241.0,0.2863070539419087,0.0414937759336099,0.6721991701244814,0.6141078838174274,0.3692946058091286,0.0124481327800829,0.0041493775933609,0.8921161825726142,0.0497925311203319,0.0,0.0,0.0165975103734439,0.0414937759336099,0.2033195020746888,0.7966804979253111,1
Atlantic City & County CoC,NJ-500,2022,343.0,0.0641399416909621,0.0845481049562682,0.8513119533527697,0.760932944606414,0.239067055393586,0.0,0.0,0.4518950437317784,0.4810495626822157,0.0174927113702623,0.0087463556851311,0.0029154518950437,0.0379008746355685,0.19533527696793,0.8046647230320699,3
Bergen County CoC,NJ-501,2022,306.0,0.3464052287581699,0.0849673202614379,0.5686274509803921,0.4738562091503268,0.5261437908496732,0.0,0.0,0.5294117647058824,0.392156862745098,0.0196078431372549,0.0065359477124183,0.0065359477124183,0.0457516339869281,0.3104575163398693,0.6895424836601307,3
Burlington County CoC,NJ-502,2022,585.0,0.2888888888888888,0.0717948717948717,0.6393162393162393,0.5299145299145299,0.4700854700854701,0.0,0.0,0.3965811965811965,0.5452991452991452,0.0017094017094017,0.0068376068376068,0.0153846153846153,0.0341880341880341,0.1059829059829059,0.8940170940170941,0
"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",NJ-503,2022,994.0,0.1569416498993963,0.0653923541247484,0.7776659959758552,0.5895372233400402,0.4074446680080483,0.0030181086519114,0.0,0.4668008048289738,0.4899396378269617,0.0020120724346076,0.0070422535211267,0.0090543259557344,0.0251509054325955,0.1338028169014084,0.8661971830985915,3
Newark/Essex County CoC,NJ-504,2022,1914.0,0.1875653082549634,0.0872518286311389,0.7251828631138976,0.5914315569487983,0.4054336468129572,0.0031347962382445,0.0,0.1792058516196447,0.774294670846395,0.0036572622779519,0.0208986415882967,0.0114942528735632,0.0104493207941483,0.1650992685475444,0.8349007314524556,0
"Jersey City, Bayonne/Hudson County CoC",NJ-506,2022,665.0,0.1218045112781954,0.0586466165413533,0.8195488721804511,0.6887218045112782,0.3097744360902256,0.0015037593984962,0.0,0.437593984962406,0.5323308270676692,0.0105263157894736,0.0045112781954887,0.0,0.0150375939849624,0.3323308270676692,0.6676691729323309,2
New Brunswick/Middlesex County CoC,NJ-507,2022,586.0,0.2354948805460751,0.0665529010238907,0.6979522184300341,0.5597269624573379,0.4385665529010238,0.0017064846416382,0.0,0.4880546075085324,0.4761092150170648,0.0170648464163822,0.0034129692832764,0.0017064846416382,0.0136518771331058,0.3617747440273037,0.6382252559726962,2
Monmouth County CoC,NJ-508,2022,453.0,0.2406181015452538,0.075055187637969,0.6843267108167771,0.5673289183222958,0.4326710816777042,0.0,0.0,0.4503311258278146,0.4900662251655629,0.0110375275938189,0.0022075055187637,0.0,0.0463576158940397,0.1236203090507726,0.8763796909492274,3
Morris County CoC,NJ-509,2022,351.0,0.2564102564102564,0.0683760683760683,0.6752136752136753,0.5783475783475783,0.4188034188034188,0.0,0.0028490028490028,0.6495726495726496,0.3076923076923077,0.0028490028490028,0.0056980056980056,0.0028490028490028,0.0313390313390313,0.2678062678062678,0.7321937321937322,2
Lakewood Township/Ocean County CoC,NJ-510,2022,419.0,0.3365155131264916,0.0596658711217183,0.60381861575179,0.4582338902147971,0.5369928400954654,0.0047732696897374,0.0,0.6133651551312649,0.2744630071599045,0.0047732696897374,0.0023866348448687,0.0,0.1050119331742243,0.1742243436754176,0.8257756563245824,3
Paterson/Passaic County CoC,NJ-511,2022,374.0,0.1764705882352941,0.0481283422459893,0.7754010695187166,0.6657754010695187,0.3342245989304813,0.0,0.0,0.3716577540106952,0.5775401069518716,0.0026737967914438,0.0240641711229946,0.0053475935828877,0.0187165775401069,0.3262032085561497,0.6737967914438503,0
Salem County CoC,NJ-512,2022,20.0,0.3,0.1,0.6,0.7,0.3,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.05,0.95,0
Somerset County CoC,NJ-513,2022,220.0,0.3136363636363636,0.0863636363636363,0.6,0.5227272727272727,0.4772727272727273,0.0,0.0,0.3681818181818181,0.5954545454545455,0.0181818181818181,0.0,0.0,0.0181818181818181,0.2181818181818181,0.7818181818181819,0
Trenton/Mercer County CoC,NJ-514,2022,533.0,0.2176360225140713,0.0769230769230769,0.7054409005628518,0.6022514071294559,0.3939962476547842,0.0037523452157598,0.0,0.2908067542213883,0.6679174484052532,0.0131332082551594,0.0112570356472795,0.0056285178236397,0.0112570356472795,0.1407129455909943,0.8592870544090057,0
Elizabeth/Union County CoC,NJ-515,2022,675.0,0.2162962962962963,0.0962962962962963,0.6874074074074074,0.554074074074074,0.4459259259259259,0.0,0.0,0.3229629629629629,0.6681481481481482,0.0029629629629629,0.0029629629629629,0.0014814814814814,0.0014814814814814,0.234074074074074,0.7659259259259259,0
"Warren, Sussex, Hunterdon Counties CoC",NJ-516,2022,314.0,0.1878980891719745,0.0477707006369426,0.7643312101910829,0.445859872611465,0.5509554140127388,0.0,0.0031847133757961,0.7452229299363057,0.2229299363057325,0.0095541401273885,0.0031847133757961,0.0031847133757961,0.0159235668789808,0.10828025477707,0.89171974522293,1
Albuquerque CoC,NM-500,2022,1277.0,0.2129992169146436,0.0642129992169146,0.7227877838684417,0.5802662490211433,0.3970242756460454,0.0039154267815191,0.018794048551292,0.6350822239624119,0.0908379013312451,0.0039154267815191,0.148786217697729,0.0148786217697729,0.1064996084573218,0.4823805794831636,0.5176194205168363,2
New Mexico Balance of State CoC,NM-501,2022,1283.0,0.1652377240841777,0.0857365549493374,0.7490257209664848,0.6500389711613406,0.3413873733437256,0.0046765393608729,0.0031176929072486,0.6749805144193297,0.0810600155884645,0.0054559625876851,0.1823850350740452,0.0194855806703039,0.0366328916601714,0.4310210444271239,0.568978955572876,2
Las Vegas/Clark County CoC,NV-500,2022,5645.0,0.0620017714791851,0.0556244464127546,0.8823737821080603,0.7073516386182462,0.2841452612931798,0.0023029229406554,0.0062001771479185,0.5243578387953941,0.3651018600531444,0.0182462356067316,0.016651904340124,0.0219663418954827,0.0536758193091231,0.1516386182462356,0.8483613817537644,3
"Reno, Sparks/Washoe County CoC",NV-501,2022,1605.0,0.0915887850467289,0.0373831775700934,0.8710280373831776,0.6429906542056075,0.3457943925233644,0.0049844236760124,0.0062305295950155,0.7370716510903427,0.1401869158878504,0.0149532710280373,0.0623052959501557,0.0255451713395638,0.0199376947040498,0.1457943925233644,0.8542056074766355,1
Nevada Balance of State CoC,NV-502,2022,368.0,0.0679347826086956,0.0489130434782608,0.8831521739130435,0.6331521739130435,0.3614130434782608,0.0054347826086956,0.0,0.8804347826086957,0.0326086956521739,0.0027173913043478,0.0380434782608695,0.0054347826086956,0.0407608695652173,0.0706521739130434,0.9293478260869564,1
"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,2022,748.0,0.2379679144385026,0.0721925133689839,0.6898395721925134,0.6002673796791443,0.393048128342246,0.0026737967914438,0.0026737967914438,0.4050802139037433,0.5347593582887701,0.0053475935828877,0.0040106951871657,0.0040106951871657,0.0467914438502673,0.1524064171122994,0.8475935828877005,0
"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",NY-501,2022,497.0,0.187122736418511,0.1267605633802817,0.6861167002012073,0.579476861167002,0.4205231388329979,0.0,0.0,0.8128772635814889,0.1368209255533199,0.0060362173038229,0.0120724346076458,0.0100603621730382,0.0221327967806841,0.062374245472837,0.937625754527163,1
Albany City & County CoC,NY-503,2022,734.0,0.1757493188010899,0.053133514986376,0.771117166212534,0.6989100817438693,0.2956403269754768,0.0040871934604904,0.0013623978201634,0.4073569482288828,0.5381471389645777,0.0095367847411444,0.0095367847411444,0.0,0.0354223433242506,0.1498637602179836,0.8501362397820164,0
